Date,Open,High,Low,Close,Adj Close,Volume
2024-02-22,504.010009765625,508.489990234375,503.0199890136719,507.5,502.759033203125,76402500
2024-02-23,509.2699890136719,510.1300048828125,507.1000061035156,507.8500061035156,503.1057434082031,61321800
2024-02-26,508.29998779296875,508.75,505.8599853515625,505.989990234375,501.26312255859375,50386700
2024-02-27,506.70001220703125,507.1600036621094,504.75,506.92999267578125,502.1943664550781,48854500
2024-02-28,505.3299865722656,506.8599853515625,504.9599914550781,506.260009765625,501.5306396484375,56506600
2024-02-29,508.07000732421875,509.739990234375,505.3500061035156,508.0799865722656,503.3335876464844,83924800
2024-03-01,508.9800109863281,513.2899780273438,508.55999755859375,512.8499755859375,508.0590515136719,76805900
2024-03-04,512.030029296875,514.2000122070312,512.0,512.2999877929688,507.5141906738281,49799300
2024-03-05,510.239990234375,510.70001220703125,504.9100036621094,507.17999267578125,502.4419860839844,72855600
2024-03-06,510.54998779296875,512.0700073242188,508.4200134277344,509.75,504.9880065917969,68382400
2024-03-07,513.1400146484375,515.8900146484375,509.80999755859375,514.8099975585938,510.0007019042969,58652100
2024-03-08,515.4600219726562,518.219970703125,511.1300048828125,511.7200012207031,506.9396057128906,86425500
2024-03-11,510.4800109863281,511.8800048828125,508.5,511.2799987792969,506.50372314453125,62557200
2024-03-12,513.4500122070312,517.3800048828125,510.8599853515625,516.780029296875,511.95233154296875,73114400
2024-03-13,517.1099853515625,517.2899780273438,514.489990234375,515.969970703125,511.1499328613281,55104100
2024-03-14,516.969970703125,517.1300048828125,511.82000732421875,514.9500122070312,510.1394348144531,110171800
2024-03-15,510.2099914550781,511.70001220703125,508.1199951171875,509.8299865722656,506.6365051269531,107585800
2024-03-18,514.0,515.47998046875,512.4400024414062,512.8599853515625,509.6475524902344,88893300
2024-03-19,512.1500244140625,516.0,511.1199951171875,515.7100219726562,512.479736328125,60755300
2024-03-20,515.77001953125,520.6199951171875,515.0800170898438,520.47998046875,517.2198486328125,69594600
2024-03-21,523.3900146484375,524.1099853515625,521.9099731445312,522.2000122070312,518.9290161132812,60256100
2024-03-22,522.1099853515625,522.6099853515625,520.969970703125,521.2100219726562,517.9452514648438,79023000
2024-03-25,519.7999877929688,520.9500122070312,519.6099853515625,519.77001953125,516.5142822265625,48512100
2024-03-26,521.22998046875,521.5800170898438,518.4000244140625,518.8099975585938,515.5602416992188,65463700
2024-03-27,521.7100219726562,523.2100219726562,519.489990234375,523.1699829101562,519.8929443359375,82999800
2024-03-28,523.2100219726562,524.6099853515625,522.780029296875,523.0700073242188,519.7936401367188,96294900
2024-04-01,523.8300170898438,524.3800048828125,520.969970703125,522.1599731445312,518.8892211914062,62477500
2024-04-02,518.239990234375,518.97998046875,516.47998046875,518.8400268554688,515.5901489257812,74230300
2024-04-03,517.719970703125,520.9500122070312,517.6699829101562,519.4099731445312,516.156494140625,59155800
2024-04-04,523.52001953125,523.8699951171875,512.760009765625,513.0700073242188,509.85626220703125,96858100
2024-04-05,514.4600219726562,520.4400024414062,514.010009765625,518.4299926757812,515.1826171875,74482100
2024-04-08,519.1500244140625,520.1799926757812,517.8900146484375,518.719970703125,515.4708251953125,48401800
2024-04-09,520.5,520.75,514.3499755859375,519.3200073242188,516.067138671875,68124400
2024-04-10,513.47998046875,516.1599731445312,512.0900268554688,514.1199951171875,510.8996276855469,82652800
2024-04-11,515.6799926757812,519.47998046875,512.0800170898438,518.0,514.75537109375,70099000
2024-04-12,514.3699951171875,515.8200073242188,509.0799865722656,510.8500061035156,507.650146484375,92469100
2024-04-15,515.1300048828125,515.2999877929688,503.5799865722656,504.45001220703125,501.2902526855469,92101400
2024-04-16,504.94000244140625,506.5,502.2099914550781,503.5299987792969,500.3760070800781,73484000
2024-04-17,506.04998779296875,506.2200012207031,499.1199951171875,500.54998779296875,497.4146423339844,75910300
2024-04-18,501.9800109863281,504.1300048828125,498.55999755859375,499.5199890136719,496.39111328125,74548100
2024-04-19,499.44000244140625,500.4599914550781,493.8599853515625,495.1600036621094,492.05841064453125,102129100
2024-04-22,497.8299865722656,502.3800048828125,495.42999267578125,499.7200012207031,496.58984375,67961000
2024-04-23,501.7799987792969,506.0899963378906,499.5299987792969,505.6499938964844,502.4826965332031,64633600
2024-04-24,506.55999755859375,507.3699951171875,503.1300048828125,505.4100036621094,502.24420166015625,55928100
2024-04-25,499.17999267578125,504.2699890136719,497.489990234375,503.489990234375,500.33624267578125,69122400
2024-04-26,506.3500061035156,509.8800048828125,505.70001220703125,508.260009765625,505.0763854980469,64306100
2024-04-29,510.0899963378906,510.75,507.25,510.05999755859375,506.8650817871094,46415400
2024-04-30,508.55999755859375,509.55999755859375,501.9800109863281,501.9800109863281,498.8357238769531,77483600
2024-05-01,501.3800048828125,508.19000244140625,499.8699951171875,500.3500061035156,497.2159118652344,80242800
2024-05-02,504.1499938964844,505.8900146484375,499.54998779296875,505.0299987792969,501.8665771484375,62550200
2024-05-03,511.1600036621094,512.5499877929688,508.55999755859375,511.2900085449219,508.08740234375,72756700
2024-05-06,513.75,516.6099853515625,513.2999877929688,516.5700073242188,513.3343505859375,47264700
2024-05-07,517.5599975585938,518.5700073242188,516.4500122070312,517.1400146484375,513.9007568359375,52561300
2024-05-08,515.260009765625,517.739990234375,515.1400146484375,517.1900024414062,513.9503784179688,42047200
2024-05-09,517.3800048828125,520.2100219726562,516.7100219726562,520.1699829101562,516.9117431640625,43643700
2024-05-10,521.8099975585938,522.6400146484375,519.5900268554688,520.8400268554688,517.57763671875,52233200
2024-05-13,522.5599975585938,522.6699829101562,519.739990234375,520.9099731445312,517.6470947265625,36716400
2024-05-14,521.1099853515625,523.8300170898438,520.5599975585938,523.2999877929688,520.0220947265625,57535900
2024-05-15,525.8300170898438,530.0800170898438,525.1799926757812,529.780029296875,526.4616088867188,59504900
2024-05-16,529.8800048828125,531.52001953125,528.5399780273438,528.6900024414062,525.3783569335938,50244800
2024-05-17,528.8099975585938,529.52001953125,527.3200073242188,529.4500122070312,526.1336059570312,59187600
2024-05-20,529.5700073242188,531.5599975585938,529.1699829101562,530.0599975585938,526.7398071289062,37764200
2024-05-21,529.280029296875,531.52001953125,529.0700073242188,531.3599853515625,528.0316772460938,33437000
2024-05-22,530.6500244140625,531.3800048828125,527.5999755859375,529.8300170898438,526.51123046875,48390000
2024-05-23,532.9600219726562,533.0700073242188,524.719970703125,525.9600219726562,522.66552734375,57211200
2024-05-24,527.8499755859375,530.27001953125,526.8800048828125,529.4400024414062,526.1237182617188,41258400
2024-05-28,530.27001953125,530.510009765625,527.1099853515625,529.8099975585938,526.4913940429688,36269600
2024-05-29,525.6799926757812,527.3099975585938,525.3699951171875,526.0999755859375,522.8045654296875,45190300
2024-05-30,524.52001953125,525.2000122070312,521.3300170898438,522.6099853515625,519.3364868164062,46468500
2024-05-31,523.5900268554688,527.5,518.3599853515625,527.3699951171875,524.066650390625,90785800
2024-06-03,529.02001953125,529.3099975585938,522.5999755859375,527.7999877929688,524.4939575195312,46835700
2024-06-04,526.4600219726562,529.1500244140625,524.9600219726562,528.3900146484375,525.0802612304688,34632700
2024-06-05,530.77001953125,534.6900024414062,528.72998046875,534.6699829101562,531.3209228515625,47610400
2024-06-06,534.97998046875,535.4199829101562,532.6799926757812,534.6599731445312,531.3109741210938,30808500
2024-06-07,533.6599731445312,536.8900146484375,532.5399780273438,534.010009765625,530.6651000976562,43224500
2024-06-10,533.1799926757812,535.989990234375,532.5700073242188,535.6599731445312,532.3046875,35729300
2024-06-11,534.0700073242188,537.010009765625,532.0499877929688,536.9500122070312,533.5866088867188,36383400
2024-06-12,541.6300048828125,544.1199951171875,540.2999877929688,541.3599853515625,537.9690551757812,63251300
2024-06-13,543.1500244140625,543.3300170898438,539.5900268554688,542.4500122070312,539.05224609375,44760900
2024-06-14,540.8800048828125,542.8099975585938,539.8499755859375,542.780029296875,539.380126953125,40089900
2024-06-17,542.0800170898438,548.530029296875,541.6099853515625,547.0999755859375,543.6730346679688,55839500
2024-06-18,547.1599731445312,548.6199951171875,546.72998046875,548.489990234375,545.0543212890625,41376400
2024-06-20,549.4400024414062,550.1199951171875,545.1799926757812,547.0,543.57373046875,70328200
2024-06-21,544.4000244140625,545.6500244140625,543.02001953125,544.510009765625,542.844970703125,64513900
2024-06-24,544.3300170898438,546.9500122070312,542.6199951171875,542.739990234375,541.080322265625,45528700
2024-06-25,543.989990234375,545.2000122070312,542.4400024414062,544.8300170898438,543.1640014648438,38273300
2024-06-26,543.6900024414062,546.239990234375,543.030029296875,545.510009765625,543.8419189453125,38550600
2024-06-27,545.3699951171875,546.9600219726562,544.6099853515625,546.3699951171875,544.6992797851562,35041500
2024-06-28,547.1599731445312,550.280029296875,542.9500122070312,544.219970703125,542.5557861328125,76144500
2024-07-01,545.6300048828125,545.8800048828125,542.52001953125,545.3400268554688,543.6724243164062,40297800
2024-07-02,543.7000122070312,549.010009765625,543.6500244140625,549.010009765625,547.3311767578125,40434800
2024-07-03,548.6900024414062,551.8300170898438,548.6500244140625,551.4600219726562,549.7737426757812,32789900
2024-07-05,551.77001953125,555.0499877929688,551.1199951171875,554.6400146484375,552.9439697265625,41488400
2024-07-08,555.4400024414062,556.25,554.1900024414062,555.280029296875,553.58203125,36110500
2024-07-09,556.260009765625,557.1799926757812,555.52001953125,555.8200073242188,554.120361328125,27289700
2024-07-10,557.0700073242188,561.6699829101562,556.77001953125,561.3200073242188,559.6035766601562,38701200
2024-07-11,561.4400024414062,562.3300170898438,555.8300170898438,556.47998046875,554.7783203125,53054200
2024-07-12,557.6300048828125,563.6699829101562,557.1500244140625,559.989990234375,558.277587890625,53084400
2024-07-15,562.030029296875,564.8400268554688,559.6300048828125,561.530029296875,559.8129272460938,40584300
2024-07-16,562.8699951171875,565.1599731445312,562.0999755859375,564.8599853515625,563.1326904296875,36475300
2024-07-17,558.7999877929688,560.510009765625,556.6099853515625,556.9400024414062,555.2369384765625,57119000
2024-07-18,558.510009765625,559.52001953125,550.4299926757812,552.6599731445312,550.969970703125,56270400
2024-07-19,552.4199829101562,554.0800170898438,547.9099731445312,548.989990234375,547.3112182617188,65509100
2024-07-22,553.0,555.27001953125,551.02001953125,554.6500244140625,552.9539794921875,43346700
2024-07-23,554.5399780273438,556.739990234375,553.280029296875,553.780029296875,552.0866088867188,34439600
2024-07-24,548.8599853515625,549.1699829101562,540.2899780273438,541.22998046875,539.574951171875,74515300
2024-07-25,541.3499755859375,547.4600219726562,537.4500122070312,538.4099731445312,536.7635498046875,61158300
2024-07-26,542.280029296875,547.1900024414062,541.489990234375,544.4400024414062,542.775146484375,53763800
2024-07-29,546.02001953125,547.0499877929688,542.719970703125,544.760009765625,543.0941772460938,39515800
2024-07-30,546.260009765625,547.3400268554688,538.52001953125,542.0,540.3425903320312,46853600
2024-07-31,548.97998046875,553.5,547.5800170898438,550.8099975585938,549.1256713867188,65663400
2024-08-01,552.5700073242188,554.8699951171875,539.4299926757812,543.010009765625,541.3495483398438,76428700
2024-08-02,535.75,536.989990234375,528.5999755859375,532.9000244140625,531.2704467773438,82789100
2024-08-05,511.6400146484375,523.5800170898438,510.2699890136719,517.3800048828125,515.7979125976562,146267400
2024-08-06,519.219970703125,529.75,517.8699951171875,522.1500244140625,520.5533447265625,84826300
2024-08-07,528.469970703125,531.5900268554688,518.0499877929688,518.6599731445312,517.073974609375,70698300
2024-08-08,523.9099731445312,531.2899780273438,521.8400268554688,530.6500244140625,529.02734375,63276600
2024-08-09,529.8099975585938,534.510009765625,528.5599975585938,532.989990234375,531.3601684570312,45619600
2024-08-12,534.2100219726562,535.72998046875,530.9500122070312,533.27001953125,531.6393432617188,42542100
2024-08-13,536.530029296875,542.280029296875,536.280029296875,542.0399780273438,540.3824462890625,52333100
2024-08-14,542.8499755859375,544.9600219726562,540.1199951171875,543.75,542.0872802734375,42446900
2024-08-15,549.5,553.3599853515625,548.8800048828125,553.0700073242188,551.3787841796875,60846800
2024-08-16,551.4199829101562,555.02001953125,551.260009765625,554.3099975585938,552.614990234375,44430700
2024-08-19,554.72998046875,559.6099853515625,553.8599853515625,559.6099853515625,557.8987426757812,39121800
2024-08-20,559.1500244140625,560.8400268554688,557.3300170898438,558.7000122070312,556.9915771484375,33732300
2024-08-21,559.77001953125,562.1099853515625,554.72998046875,560.6199951171875,558.9057006835938,41514600
2024-08-22,562.5599975585938,563.1799926757812,554.97998046875,556.219970703125,554.5191040039062,56121500
2024-08-23,559.530029296875,563.0900268554688,557.2899780273438,562.1300048828125,560.4110717773438,50639400
2024-08-26,563.1799926757812,563.9099731445312,559.0499877929688,560.7899780273438,559.0751342773438,35788600
2024-08-27,559.489990234375,562.0599975585938,558.3200073242188,561.5599975585938,559.8428344726562,32693900
2024-08-28,561.2100219726562,561.6500244140625,555.0399780273438,558.2999877929688,556.5927734375,41066000
2024-08-29,560.3099975585938,563.6799926757812,557.1799926757812,558.3499755859375,556.642578125,38715200
2024-08-30,560.77001953125,564.2000122070312,557.1400146484375,563.6799926757812,561.956298828125,62700100
2024-09-03,560.469970703125,560.8099975585938,549.510009765625,552.0800170898438,550.3917846679688,60600100
2024-09-04,550.2000122070312,554.4299926757812,549.4600219726562,550.9500122070312,549.2652587890625,47224900
2024-09-05,550.8900146484375,553.7999877929688,547.0999755859375,549.6099853515625,547.9293212890625,44264300
2024-09-06,549.9400024414062,551.5999755859375,539.4400024414062,540.3599853515625,538.7076416015625,68493800
2024-09-09,544.6500244140625,547.7100219726562,542.6799926757812,546.4099731445312,544.7391357421875,40445800
2024-09-10,548.3599853515625,549.1500244140625,543.3800048828125,548.7899780273438,547.11181640625,36394600
2024-09-11,548.7000122070312,555.3599853515625,539.9600219726562,554.4199829101562,552.724609375,75248600
2024-09-12,555.010009765625,559.4000244140625,552.739990234375,559.0900268554688,557.38037109375,51892700
2024-09-13,559.7100219726562,563.030029296875,559.4500122070312,562.010009765625,560.2914428710938,39310500
2024-09-16,561.739990234375,563.1099853515625,559.9000244140625,562.8400268554688,561.118896484375,36656100
2024-09-17,565.0999755859375,566.5800170898438,560.7899780273438,563.0700073242188,561.3482055664062,49321000
2024-09-18,563.739990234375,568.6900024414062,560.8300170898438,561.4000244140625,559.683349609375,59044900
2024-09-19,571.010009765625,572.8800048828125,568.0800170898438,570.97998046875,569.2340087890625,75315500
2024-09-20,567.8400268554688,569.3099975585938,565.1699829101562,568.25,568.25,77503100
2024-09-23,569.3400268554688,570.3300170898438,568.0999755859375,569.6699829101562,569.6699829101562,44116900
2024-09-24,570.47998046875,571.3599853515625,567.5999755859375,571.2999877929688,571.2999877929688,46805700
2024-09-25,571.1400146484375,571.8900146484375,568.9099731445312,570.0399780273438,570.0399780273438,38428600
2024-09-26,574.3800048828125,574.7100219726562,569.9000244140625,572.2999877929688,572.2999877929688,48336000
2024-09-27,573.3900146484375,574.219970703125,570.4199829101562,571.469970703125,571.469970703125,42100900
2024-09-30,570.4199829101562,574.3800048828125,568.0800170898438,573.760009765625,573.760009765625,63557400
2024-10-01,573.4000244140625,574.0599975585938,566.0,568.6199951171875,568.6199951171875,72668800
2024-10-02,567.7100219726562,569.9000244140625,565.27001953125,568.8599853515625,568.8599853515625,38097800
2024-10-03,567.3599853515625,569.7999877929688,565.489990234375,567.8200073242188,567.8200073242188,40846500
2024-10-04,572.3499755859375,573.3599853515625,568.0999755859375,572.97998046875,572.97998046875,42939100
2024-10-07,571.2999877929688,571.9600219726562,566.6300048828125,567.7999877929688,567.7999877929688,49964700
2024-10-08,570.4199829101562,573.780029296875,569.530029296875,573.1699829101562,573.1699829101562,37398700
2024-10-09,573.1599731445312,577.7100219726562,572.5499877929688,577.1400146484375,577.1400146484375,37912200
2024-10-10,575.77001953125,577.5800170898438,574.489990234375,576.1300048828125,576.1300048828125,44138100
2024-10-11,576.0499877929688,580.3300170898438,575.9099731445312,579.5800170898438,579.5800170898438,42268000
2024-10-14,581.219970703125,585.27001953125,580.72998046875,584.3200073242188,584.3200073242188,36217200
2024-10-15,584.5900268554688,584.9000244140625,578.5399780273438,579.780029296875,579.780029296875,54203600
2024-10-16,579.780029296875,582.8300170898438,578.9600219726562,582.2999877929688,582.2999877929688,30725400
2024-10-17,585.9099731445312,586.1199951171875,582.1599731445312,582.3499755859375,582.3499755859375,34393700
2024-10-18,584.0700073242188,585.3900146484375,582.5800170898438,584.5900268554688,584.5900268554688,37416800
2024-10-21,583.8499755859375,584.8499755859375,580.5999755859375,583.6300048828125,583.6300048828125,36439000
2024-10-22,581.0499877929688,584.5,580.3800048828125,583.3200073242188,583.3200073242188,34183800
2024-10-23,581.260009765625,581.7100219726562,574.4199829101562,577.989990234375,577.989990234375,49314600
2024-10-24,579.97998046875,580.0599975585938,576.5700073242188,579.239990234375,579.239990234375,34979900
2024-10-25,581.510009765625,584.4600219726562,578.0800170898438,579.0399780273438,579.0399780273438,47268200
2024-10-28,582.5800170898438,582.7100219726562,580.52001953125,580.8300170898438,580.8300170898438,30174700
2024-10-29,579.8499755859375,582.9099731445312,578.4299926757812,581.77001953125,581.77001953125,42899700
2024-10-30,581.2899780273438,583.3200073242188,579.2899780273438,580.010009765625,580.010009765625,41435800
2024-10-31,575.5599975585938,575.6300048828125,568.4400024414062,568.6400146484375,568.6400146484375,60182500
2024-11-01,571.3200073242188,575.5499877929688,570.6199951171875,571.0399780273438,571.0399780273438,45667500
2024-11-04,571.1799926757812,572.5,567.8900146484375,569.8099975585938,569.8099975585938,38217000
2024-11-05,570.739990234375,576.739990234375,570.52001953125,576.7000122070312,576.7000122070312,39478300
2024-11-06,589.2000122070312,591.9299926757812,585.3900146484375,591.0399780273438,591.0399780273438,68182000
2024-11-07,593.0800170898438,596.6500244140625,593.0,595.6099853515625,595.6099853515625,47233200
2024-11-08,596.1699829101562,599.6400146484375,596.1699829101562,598.1900024414062,598.1900024414062,46444900
2024-11-11,599.8099975585938,600.1699829101562,597.0,598.760009765625,598.760009765625,37586800
2024-11-12,598.6799926757812,599.2899780273438,594.3699951171875,596.9000244140625,596.9000244140625,43006100
2024-11-13,597.3699951171875,599.22998046875,594.9600219726562,597.1900024414062,597.1900024414062,47388600
2024-11-14,597.3200073242188,597.8099975585938,592.6500244140625,593.3499755859375,593.3499755859375,38904100
2024-11-15,589.719970703125,590.2000122070312,583.8599853515625,585.75,585.75,75988800
2024-11-18,586.219970703125,589.489990234375,585.3400268554688,588.1500244140625,588.1500244140625,37084100
2024-11-19,584.7100219726562,591.0399780273438,584.030029296875,590.2999877929688,590.2999877929688,49412000
2024-11-20,590.3800048828125,590.7899780273438,584.6300048828125,590.5,590.5,50032600
2024-11-21,593.4000244140625,595.1199951171875,587.4500122070312,593.6699829101562,593.6699829101562,46750300
2024-11-22,593.6599731445312,596.1500244140625,593.1500244140625,595.510009765625,595.510009765625,38226400
2024-11-25,599.52001953125,600.8599853515625,595.2000122070312,597.530029296875,597.530029296875,42441400
2024-11-26,598.7999877929688,601.3300170898438,598.0700073242188,600.6500244140625,600.6500244140625,45621300
2024-11-27,600.4600219726562,600.8499755859375,597.280029296875,598.8300170898438,598.8300170898438,34000200
2024-11-29,599.6599731445312,603.3499755859375,599.3800048828125,602.5499877929688,602.5499877929688,30177400
